,sombra_media_%,sombra_mediana_%,sombra_p90_%,sombra_max_%,h_con_sombra,h_sombra_>10%,h_sombra_>50%,sombra_irr_ponderada_%,energia_bloqueada_kWh_m2,energia_incidente_kWh_m2
SA2_ST75,99.86,100.0,100.0,100.0,8759,8759,8759,99.7,98.78,0.3
SA2_ST83,99.87,100.0,100.0,100.0,8759,8759,8759,99.69,98.77,0.3
SA2_ST60,76.07,100.0,100.0,100.0,8729,6589,6475,32.52,32.22,66.86
SA2_ST54,74.24,100.0,100.0,100.0,8729,6416,6297,28.41,28.14,70.93
SA2_ST57,75.3,100.0,100.0,100.0,8727,6508,6402,30.07,29.79,69.28
SA2_ST58,75.6,100.0,100.0,100.0,8727,6528,6431,31.03,30.74,68.34
SA2_ST66,77.81,100.0,100.0,100.0,8722,6796,6662,36.23,35.9,63.18
SA2_ST78,99.85,100.0,100.0,100.0,8759,8759,8759,99.69,98.77,0.31
SA2_ST53,73.82,100.0,100.0,100.0,8724,6353,6257,28.0,27.74,71.34
SA13_ST130,83.43,100.0,100.0,100.0,8754,7240,7189,51.12,50.65,48.43
SA13_ST128,81.76,100.0,100.0,100.0,8743,7149,7018,48.56,48.11,50.96
SA13_ST125,80.87,100.0,100.0,100.0,8742,7042,6933,47.72,47.28,51.8
SA13_ST113,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA13_ST117,82.07,100.0,100.0,100.0,8760,7136,7039,55.35,54.84,44.24
SA13_ST123,81.57,100.0,100.0,100.0,8734,7094,7004,50.75,50.29,48.79
SA13_ST126,81.05,100.0,100.0,100.0,8741,7035,6951,47.84,47.4,51.67
SA13_ST129,82.79,100.0,100.0,100.0,8757,7228,7123,50.02,49.56,49.52
SA13_ST105,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA13_ST122,81.58,100.0,100.0,100.0,8732,7088,7005,51.25,50.77,48.3
SA13_ST111,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA13_ST104,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA13_ST120,81.19,100.0,100.0,100.0,8735,7038,6965,51.23,50.76,48.32
SA13_ST131,83.9,100.0,100.0,100.0,8752,7287,7220,51.87,51.39,47.69
SA13_ST116,88.9,100.0,100.0,100.0,8760,8760,7115,72.21,71.55,27.53
SA13_ST101,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA13_ST112,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA13_ST110,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA13_ST108,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA13_ST119,81.18,100.0,100.0,100.0,8731,7052,6963,51.82,51.34,47.74
SA13_ST114,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA13_ST121,81.35,100.0,100.0,100.0,8734,7053,6984,50.97,50.5,48.57
SA13_ST118,81.45,100.0,100.0,100.0,8734,7081,6999,53.5,53.01,46.07
SA13_ST124,81.2,100.0,100.0,100.0,8736,7080,6971,49.27,48.82,50.26
SA13_ST132,84.21,100.0,100.0,100.0,8755,7308,7250,52.29,51.81,47.27
SA13_ST109,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA13_ST103,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA13_ST106,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA13_ST107,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA13_ST115,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA13_ST127,81.27,100.0,100.0,100.0,8739,7071,6977,47.86,47.41,51.66
SA13_ST102,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA126_ST5,55.18,100.0,100.0,100.0,8689,4579,4472,12.66,12.55,86.53
SA126_ST3,54.7,100.0,100.0,100.0,8688,4532,4427,11.45,11.34,87.73
SA125_ST205,69.03,100.0,100.0,100.0,8722,5894,5802,51.92,51.44,47.64
SA125_ST193,69.72,100.0,100.0,100.0,8719,5973,5866,54.97,54.46,44.62
SA125_ST197,69.2,100.0,100.0,100.0,8725,5919,5818,52.54,52.05,47.02
SA125_ST203,69.04,100.0,100.0,100.0,8716,5896,5803,51.92,51.44,47.64
SA126_ST1,50.42,100.0,100.0,100.0,4419,4418,4417,2.86,2.83,96.25
SA126_ST4,54.78,100.0,100.0,100.0,8687,4566,4423,11.73,11.62,87.45
SA125_ST185,70.26,100.0,100.0,100.0,8713,6021,5919,57.92,57.39,41.69
SA125_ST202,69.02,100.0,100.0,100.0,8725,5903,5800,51.92,51.44,47.63
SA125_ST191,70.28,100.0,100.0,100.0,8716,6039,5934,57.33,56.8,42.28
SA125_ST184,70.26,100.0,100.0,100.0,8717,6047,5916,57.86,57.32,41.75
SA125_ST200,69.04,100.0,100.0,100.0,8724,5907,5801,51.92,51.44,47.63
SA126_ST6,55.5,100.0,100.0,100.0,8697,4609,4502,13.18,13.06,86.02
SA125_ST196,69.2,100.0,100.0,100.0,8713,5918,5819,52.69,52.21,46.87
SA125_ST181,67.52,100.0,100.0,100.0,6017,5974,5916,53.96,53.46,45.62
SA125_ST192,69.83,100.0,100.0,100.0,8718,5983,5880,55.48,54.96,44.11
SA125_ST190,70.5,100.0,100.0,100.0,8723,6069,5941,58.37,57.83,41.24
SA125_ST188,70.56,100.0,100.0,100.0,8721,6046,5949,59.19,58.64,40.44
SA125_ST199,69.06,100.0,100.0,100.0,8724,5905,5804,51.95,51.47,47.61
SA125_ST194,69.52,100.0,100.0,100.0,8716,5957,5850,54.15,53.65,45.43
SA125_ST201,69.02,100.0,100.0,100.0,8717,5885,5802,51.92,51.44,47.63
SA125_ST198,69.09,100.0,100.0,100.0,8715,5910,5808,52.28,51.79,47.28
SA125_ST204,69.0,100.0,100.0,100.0,8714,5897,5799,51.92,51.44,47.64
SA126_ST7,55.69,100.0,100.0,100.0,8690,4623,4521,13.66,13.54,85.54
SA125_ST189,70.61,100.0,100.0,100.0,8723,6060,5954,59.1,58.56,40.52
SA125_ST183,70.15,100.0,100.0,100.0,8716,6057,5916,57.44,56.91,42.17
SA125_ST186,70.48,100.0,100.0,100.0,8719,6045,5941,58.74,58.2,40.88
SA125_ST187,70.53,100.0,100.0,100.0,8713,6038,5947,59.19,58.64,40.44
SA125_ST195,69.37,100.0,100.0,100.0,8718,5928,5836,53.3,52.81,46.26
SA126_ST2,54.66,100.0,100.0,100.0,8681,4520,4423,11.27,11.17,87.91
SA125_ST182,70.02,100.0,100.0,100.0,8726,6017,5896,56.94,56.42,42.66
SA126_ST37,58.71,100.0,100.0,100.0,8711,4895,4809,19.78,19.6,79.48
SA126_ST35,58.61,100.0,100.0,100.0,8714,4897,4797,19.42,19.24,79.84
SA126_ST32,58.39,100.0,100.0,100.0,8708,4880,4778,19.07,18.89,80.19
SA126_ST20,57.51,100.0,100.0,100.0,8699,4783,4695,17.91,17.74,81.34
SA126_ST24,57.9,100.0,100.0,100.0,8710,4827,4728,18.61,18.44,80.64
SA126_ST30,58.24,100.0,100.0,100.0,8711,4848,4762,18.83,18.66,80.42
SA126_ST33,58.44,100.0,100.0,100.0,8709,4865,4783,19.1,18.93,80.15
SA126_ST36,58.62,100.0,100.0,100.0,8708,4876,4800,19.6,19.42,79.66
SA126_ST12,56.61,100.0,100.0,100.0,8701,4708,4607,15.99,15.84,83.23
SA126_ST29,58.17,100.0,100.0,100.0,8710,4845,4756,18.76,18.58,80.49
SA126_ST18,57.24,100.0,100.0,100.0,8690,4772,4669,17.38,17.22,81.86
SA126_ST11,56.41,100.0,100.0,100.0,8693,4691,4589,15.58,15.43,83.64
SA126_ST27,57.97,100.0,100.0,100.0,8708,4824,4735,18.66,18.49,80.59
SA126_ST38,58.81,100.0,100.0,100.0,8705,4918,4818,19.96,19.77,79.31
SA126_ST23,57.88,100.0,100.0,100.0,8713,4820,4727,18.56,18.39,80.69
SA126_ST8,51.73,100.0,100.0,100.0,4544,4539,4532,6.09,6.03,93.05
SA126_ST19,57.4,100.0,100.0,100.0,8708,4795,4683,17.65,17.49,81.59
SA126_ST17,57.18,100.0,100.0,100.0,8702,4767,4662,17.07,16.91,82.17
SA126_ST15,56.96,100.0,100.0,100.0,8698,4743,4642,16.53,16.37,82.7
SA126_ST26,57.96,100.0,100.0,100.0,8708,4815,4736,18.66,18.49,80.59
SA126_ST21,57.63,100.0,100.0,100.0,8703,4804,4706,18.14,17.97,81.1
SA126_ST28,58.09,100.0,100.0,100.0,8715,4848,4747,18.69,18.52,80.56
SA126_ST25,57.92,100.0,100.0,100.0,8708,4833,4733,18.63,18.45,80.62
SA126_ST31,58.29,100.0,100.0,100.0,8714,4859,4766,18.94,18.77,80.31
SA126_ST39,58.83,100.0,100.0,100.0,8715,4910,4819,20.04,19.86,79.22
SA126_ST16,57.03,100.0,100.0,100.0,8702,4748,4649,16.8,16.64,82.43
SA126_ST10,56.16,100.0,100.0,100.0,8695,4679,4565,15.11,14.97,84.11
SA126_ST13,56.66,100.0,100.0,100.0,8697,4714,4612,16.14,15.99,83.09
SA126_ST14,56.8,100.0,100.0,100.0,8701,4745,4624,16.32,16.17,82.91
SA126_ST22,57.77,100.0,100.0,100.0,8711,4804,4718,18.35,18.18,80.9
SA126_ST34,58.51,100.0,100.0,100.0,8711,4883,4789,19.25,19.07,80.01
SA126_ST9,55.87,100.0,100.0,100.0,8688,4651,4538,14.5,14.36,84.72
SA126_ST69,60.3,100.0,100.0,100.0,8721,5036,4960,21.82,21.62,77.46
SA126_ST67,60.1,100.0,100.0,100.0,8715,5014,4942,21.66,21.46,77.61
SA126_ST64,59.93,100.0,100.0,100.0,8719,4999,4924,21.46,21.26,77.82
SA126_ST52,59.31,100.0,100.0,100.0,8721,4956,4865,20.79,20.6,78.48
SA126_ST56,59.51,100.0,100.0,100.0,8716,4963,4885,21.05,20.85,78.22
SA126_ST62,59.81,100.0,100.0,100.0,8718,4981,4914,21.31,21.11,77.96
SA126_ST65,59.98,100.0,100.0,100.0,8713,5006,4931,21.52,21.32,77.75
SA126_ST68,60.14,100.0,100.0,100.0,8719,5029,4946,21.72,21.52,77.56
SA126_ST44,58.85,100.0,100.0,100.0,8713,4906,4821,20.08,19.9,79.18
SA126_ST61,59.76,100.0,100.0,100.0,8717,4998,4911,21.24,21.04,78.04
SA126_ST50,59.15,100.0,100.0,100.0,8712,4939,4851,20.61,20.42,78.66
SA126_ST43,58.88,100.0,100.0,100.0,8711,4914,4824,20.09,19.91,79.17
SA126_ST59,59.7,100.0,100.0,100.0,8723,4985,4903,21.14,20.95,78.13
SA126_ST70,60.37,100.0,100.0,100.0,8719,5040,4968,21.91,21.71,77.37
SA126_ST55,59.46,100.0,100.0,100.0,8713,4966,4882,20.99,20.79,78.28
SA126_ST40,55.01,100.0,100.0,100.0,4832,4826,4819,12.57,12.46,86.62
SA126_ST51,59.21,100.0,100.0,100.0,8713,4949,4857,20.68,20.49,78.59
SA126_ST49,59.07,100.0,100.0,100.0,8709,4926,4842,20.54,20.35,78.73
SA126_ST47,58.91,100.0,100.0,100.0,8709,4913,4829,20.17,19.99,79.09
SA126_ST58,59.63,100.0,100.0,100.0,8715,4980,4896,21.1,20.91,78.17
SA126_ST53,59.3,100.0,100.0,100.0,8711,4944,4866,20.86,20.67,78.41
SA126_ST60,59.69,100.0,100.0,100.0,8713,4987,4902,21.19,21.0,78.08
SA126_ST57,59.55,100.0,100.0,100.0,8722,4970,4888,21.07,20.88,78.2
SA126_ST63,59.9,100.0,100.0,100.0,8718,5012,4922,21.4,21.2,77.88
SA126_ST71,60.42,100.0,100.0,100.0,8720,5046,4971,21.99,21.79,77.29
SA126_ST48,59.06,100.0,100.0,100.0,8717,4938,4840,20.41,20.22,78.85
SA126_ST42,58.89,100.0,100.0,100.0,8711,4900,4825,20.07,19.89,79.19
SA126_ST45,58.84,100.0,100.0,100.0,8705,4911,4820,20.1,19.91,79.16
SA126_ST46,58.89,100.0,100.0,100.0,8715,4904,4826,20.08,19.89,79.19
SA126_ST54,59.4,100.0,100.0,100.0,8716,4965,4874,20.92,20.73,78.35
SA126_ST66,60.06,100.0,100.0,100.0,8721,5008,4939,21.6,21.4,77.68
SA126_ST41,58.92,100.0,100.0,100.0,8713,4907,4828,20.09,19.91,79.17
SA126_ST101,61.8,100.0,100.0,100.0,8716,5197,5104,24.94,24.71,74.37
SA126_ST99,61.87,100.0,100.0,100.0,8719,5196,5113,25.18,24.94,74.13
SA126_ST96,61.76,100.0,100.0,100.0,8718,5183,5102,24.8,24.57,74.51
SA126_ST84,61.36,100.0,100.0,100.0,8717,5132,5063,23.77,23.55,75.52
SA126_ST88,61.46,100.0,100.0,100.0,8720,5156,5072,24.01,23.79,75.28
SA126_ST94,61.53,100.0,100.0,100.0,8713,5172,5079,24.31,24.08,74.99
SA126_ST97,61.86,100.0,100.0,100.0,8731,5202,5111,24.94,24.71,74.37
SA126_ST100,61.8,100.0,100.0,100.0,8713,5200,5108,25.04,24.81,74.26
SA126_ST76,61.03,100.0,100.0,100.0,8726,5103,5032,23.14,22.93,76.15
SA126_ST93,61.49,100.0,100.0,100.0,8722,5161,5075,24.14,23.92,75.16
SA126_ST82,61.29,100.0,100.0,100.0,8721,5129,5057,23.7,23.48,75.6
SA126_ST75,60.87,100.0,100.0,100.0,8720,5092,5017,22.92,22.71,76.37
SA126_ST91,61.45,100.0,100.0,100.0,8717,5148,5072,24.04,23.82,75.26
SA126_ST102,61.91,100.0,100.0,100.0,8709,5204,5116,25.16,24.93,74.15
SA126_ST87,61.44,100.0,100.0,100.0,8718,5148,5070,23.94,23.72,75.36
SA126_ST72,56.81,100.0,100.0,100.0,5000,4990,4979,14.75,14.61,84.47
SA126_ST83,61.32,100.0,100.0,100.0,8715,5141,5058,23.74,23.52,75.55
SA126_ST81,61.27,100.0,100.0,100.0,8724,5138,5053,23.71,23.49,75.59
SA126_ST79,61.18,100.0,100.0,100.0,8714,5121,5047,23.58,23.36,75.72
SA126_ST90,61.49,100.0,100.0,100.0,8720,5156,5074,24.01,23.79,75.28
SA126_ST85,61.34,100.0,100.0,100.0,8709,5141,5062,23.8,23.58,75.49
SA126_ST92,61.48,100.0,100.0,100.0,8716,5146,5075,24.09,23.87,75.21
SA126_ST89,61.47,100.0,100.0,100.0,8715,5151,5074,24.01,23.78,75.29
SA126_ST95,61.73,100.0,100.0,100.0,8717,5174,5099,24.68,24.45,74.63
SA126_ST103,62.05,100.0,100.0,100.0,8716,5204,5131,25.66,25.42,73.66
SA126_ST80,61.2,100.0,100.0,100.0,8713,5126,5049,23.68,23.46,75.62
SA126_ST74,60.67,100.0,100.0,100.0,8717,5078,5000,22.45,22.24,76.83
SA126_ST77,61.09,100.0,100.0,100.0,8712,5117,5038,23.29,23.07,76.01
SA126_ST78,61.13,100.0,100.0,100.0,8717,5125,5040,23.45,23.23,75.85
SA126_ST86,61.4,100.0,100.0,100.0,8722,5138,5066,23.87,23.65,75.42
SA126_ST98,61.86,100.0,100.0,100.0,8710,5197,5114,25.1,24.87,74.21
SA126_ST73,60.52,100.0,100.0,100.0,8716,5064,4982,22.14,21.93,77.14
SA126_ST133,63.63,100.0,100.0,100.0,8720,5361,5280,32.0,31.71,67.37
SA126_ST131,63.44,100.0,100.0,100.0,8719,5351,5260,31.26,30.97,68.11
SA126_ST128,62.95,100.0,100.0,100.0,8714,5304,5217,29.23,28.96,70.11
SA126_ST116,62.4,100.0,100.0,100.0,8713,5238,5165,27.03,26.78,72.3
SA126_ST120,62.61,100.0,100.0,100.0,8722,5253,5183,27.65,27.4,71.68
SA126_ST126,62.66,100.0,100.0,100.0,8718,5268,5188,28.04,27.78,71.3
SA126_ST129,63.21,100.0,100.0,100.0,8719,5337,5240,30.34,30.06,69.02
SA126_ST132,63.48,100.0,100.0,100.0,8715,5347,5266,31.62,31.33,67.75
SA126_ST108,62.6,100.0,100.0,100.0,8718,5260,5182,27.4,27.14,71.93
SA126_ST125,62.65,100.0,100.0,100.0,8714,5260,5187,27.91,27.65,71.43
SA126_ST114,62.43,100.0,100.0,100.0,8712,5268,5165,26.84,26.6,72.48
SA126_ST107,62.52,100.0,100.0,100.0,8715,5261,5173,27.05,26.8,72.27
SA126_ST123,62.75,100.0,100.0,100.0,8719,5273,5196,28.17,27.91,71.17
SA126_ST134,63.73,100.0,100.0,100.0,8722,5372,5289,32.25,31.95,67.12
SA126_ST119,62.54,100.0,100.0,100.0,8717,5257,5176,27.5,27.24,71.83
SA126_ST104,58.7,100.0,100.0,100.0,5176,5162,5143,19.05,18.87,80.21
SA126_ST115,62.4,100.0,100.0,100.0,8714,5247,5164,27.05,26.8,72.27
SA126_ST113,62.55,100.0,100.0,100.0,8728,5279,5173,26.93,26.68,72.4
SA126_ST111,62.84,100.0,100.0,100.0,8720,5285,5204,28.25,27.99,71.09
SA126_ST122,62.72,100.0,100.0,100.0,8717,5270,5197,27.91,27.65,71.42
SA126_ST117,62.43,100.0,100.0,100.0,8719,5235,5167,27.08,26.83,72.25
SA126_ST124,62.81,100.0,100.0,100.0,8712,5279,5205,28.33,28.07,71.0
SA126_ST121,62.69,100.0,100.0,100.0,8717,5263,5191,27.83,27.57,71.51
SA126_ST127,62.65,100.0,100.0,100.0,8714,5276,5184,28.24,27.98,71.1
SA126_ST135,63.68,100.0,100.0,100.0,8723,5361,5284,32.28,31.99,67.09
SA126_ST112,62.75,100.0,100.0,100.0,8716,5300,5200,27.78,27.52,71.55
SA126_ST106,62.42,100.0,100.0,100.0,8717,5259,5165,26.69,26.44,72.63
SA126_ST109,62.69,100.0,100.0,100.0,8713,5285,5191,27.67,27.41,71.67
SA126_ST110,62.78,100.0,100.0,100.0,8722,5291,5199,27.99,27.73,71.35
SA126_ST118,62.48,100.0,100.0,100.0,8713,5232,5172,27.33,27.08,72.0
SA126_ST130,63.36,100.0,100.0,100.0,8724,5333,5253,30.76,30.48,68.6
SA126_ST105,62.34,100.0,100.0,100.0,8717,5237,5157,26.34,26.1,72.98
SA126_ST165,69.96,100.0,100.0,100.0,8714,6025,5875,60.24,59.69,39.39
SA126_ST163,70.04,100.0,100.0,100.0,8712,6001,5897,59.67,59.12,39.96
SA126_ST160,69.13,100.0,100.0,100.0,8719,5917,5809,55.74,55.23,43.85
SA126_ST148,65.24,100.0,100.0,100.0,8718,5525,5437,39.27,38.91,60.17
SA126_ST152,65.38,100.0,100.0,100.0,8714,5548,5448,41.26,40.88,58.2
SA126_ST158,68.65,100.0,100.0,100.0,8723,5872,5772,53.21,52.72,46.36
SA126_ST161,69.47,100.0,100.0,100.0,8713,5967,5841,57.27,56.74,42.34
SA126_ST164,70.04,100.0,100.0,100.0,8715,6013,5900,60.09,59.53,39.54
SA126_ST140,64.15,100.0,100.0,100.0,8718,5409,5330,35.19,34.86,64.22
SA126_ST157,68.28,100.0,100.0,100.0,8720,5835,5728,51.52,51.05,48.03
SA126_ST146,65.15,100.0,100.0,100.0,8722,5522,5427,38.63,38.27,60.8
SA126_ST139,64.07,100.0,100.0,100.0,8719,5419,5323,34.69,34.37,64.71
SA126_ST155,67.19,100.0,100.0,100.0,8716,5735,5623,47.24,46.8,52.27
SA126_ST166,70.3,100.0,100.0,100.0,8720,6032,5921,61.52,60.96,38.12
SA126_ST151,65.29,100.0,100.0,100.0,8724,5546,5428,40.43,40.05,59.02
SA126_ST136,60.24,100.0,100.0,100.0,5321,5295,5277,26.0,25.76,73.32
SA126_ST147,65.23,100.0,100.0,100.0,8717,5510,5435,39.07,38.71,60.37
SA126_ST145,65.07,100.0,100.0,100.0,8719,5501,5417,38.43,38.08,61.0
SA126_ST143,64.64,100.0,100.0,100.0,8714,5462,5379,37.21,36.87,62.21
SA126_ST154,66.18,100.0,100.0,100.0,8715,5669,5513,44.51,44.1,54.98
SA126_ST149,65.28,100.0,100.0,100.0,8720,5543,5440,39.5,39.14,59.94
SA126_ST156,67.75,100.0,100.0,100.0,8716,5792,5675,49.4,48.94,50.14
SA126_ST153,65.65,100.0,100.0,100.0,8719,5576,5470,42.31,41.92,57.16
SA126_ST159,68.86,100.0,100.0,100.0,8720,5931,5781,54.25,53.75,45.33
SA126_ST167,70.79,100.0,100.0,100.0,8714,6054,5971,63.41,62.83,36.25
SA126_ST144,64.91,100.0,100.0,100.0,8721,5484,5404,37.84,37.49,61.59
SA126_ST138,63.92,100.0,100.0,100.0,8720,5397,5307,33.99,33.68,65.4
SA126_ST141,64.29,100.0,100.0,100.0,8715,5433,5344,35.8,35.47,63.61
SA126_ST142,64.46,100.0,100.0,100.0,8711,5445,5361,36.47,36.14,62.94
SA126_ST150,65.25,100.0,100.0,100.0,8715,5539,5438,39.9,39.53,59.54
SA126_ST162,69.96,100.0,100.0,100.0,8719,5994,5891,59.26,58.71,40.37
SA126_ST137,63.78,100.0,100.0,100.0,8717,5378,5298,33.29,32.98,66.1
SA126_ST197,68.63,100.0,100.0,100.0,8722,5838,5757,50.55,50.08,48.99
SA126_ST195,68.79,100.0,100.0,100.0,8718,5863,5775,51.22,50.74,48.33
SA126_ST192,69.02,100.0,100.0,100.0,8718,5900,5796,53.16,52.67,46.41
SA126_ST180,69.89,100.0,100.0,100.0,8715,6011,5894,57.2,56.67,42.41
SA126_ST184,69.84,100.0,100.0,100.0,8721,5963,5876,56.48,55.96,43.12
SA126_ST190,69.77,100.0,100.0,100.0,8716,5966,5869,56.48,55.96,43.11
SA126_ST193,69.04,100.0,100.0,100.0,8722,5903,5798,52.67,52.18,46.89
SA126_ST196,68.69,100.0,100.0,100.0,8718,5848,5763,50.69,50.23,48.85
SA126_ST172,70.69,100.0,100.0,100.0,8714,6067,5962,63.02,62.43,36.64
SA126_ST189,69.98,100.0,100.0,100.0,8718,5973,5891,57.35,56.82,42.25
SA126_ST178,70.36,100.0,100.0,100.0,8724,6055,5926,60.11,59.55,39.52
SA126_ST171,70.65,100.0,100.0,100.0,8721,6070,5954,62.71,62.13,36.95
SA126_ST187,70.04,100.0,100.0,100.0,8718,5970,5894,57.56,57.03,42.05
SA126_ST198,68.56,100.0,100.0,100.0,8723,5838,5752,50.3,49.83,49.24
SA126_ST183,69.66,100.0,100.0,100.0,8716,5966,5861,56.08,55.56,43.52
SA126_ST168,68.31,100.0,100.0,100.0,6020,6006,5984,60.65,60.09,38.99
SA126_ST179,70.28,100.0,100.0,100.0,8715,6061,5929,59.27,58.73,40.35
SA126_ST177,70.13,100.0,100.0,100.0,8711,6030,5903,59.79,59.24,39.84
SA126_ST175,70.71,100.0,100.0,100.0,8721,6065,5975,62.01,61.44,37.64
SA126_ST186,70.0,100.0,100.0,100.0,8717,5974,5892,57.26,56.73,42.35
SA126_ST181,69.66,100.0,100.0,100.0,8714,5963,5861,56.13,55.61,43.47
SA126_ST188,70.0,100.0,100.0,100.0,8721,5976,5888,57.49,56.96,42.12
SA126_ST185,69.87,100.0,100.0,100.0,8716,5960,5880,56.63,56.1,42.97
SA126_ST191,69.52,100.0,100.0,100.0,8719,5948,5851,55.24,54.73,44.35
SA126_ST199,68.51,100.0,100.0,100.0,8712,5827,5747,50.08,49.62,49.46
SA126_ST176,70.29,100.0,100.0,100.0,8710,6029,5921,60.31,59.76,39.32
SA126_ST170,70.77,100.0,100.0,100.0,8719,6077,5966,63.2,62.61,36.46
SA126_ST173,70.65,100.0,100.0,100.0,8721,6095,5968,62.43,61.86,37.22
SA126_ST174,70.62,100.0,100.0,100.0,8715,6033,5952,62.06,61.49,37.59
SA126_ST182,69.38,100.0,100.0,100.0,8716,5952,5830,55.19,54.68,44.39
SA126_ST194,68.91,100.0,100.0,100.0,8711,5882,5791,51.99,51.51,47.57
SA126_ST169,71.06,100.0,100.0,100.0,8719,6095,6005,64.31,63.71,35.36
SA126_ST205,68.46,100.0,100.0,100.0,8712,5812,5744,50.06,49.6,49.48
SA126_ST202,68.52,100.0,100.0,100.0,8719,5818,5749,50.06,49.6,49.48
SA126_ST203,68.5,100.0,100.0,100.0,8715,5822,5746,50.06,49.6,49.48
SA126_ST201,68.51,100.0,100.0,100.0,8720,5832,5746,50.08,49.61,49.46
SA126_ST204,68.52,100.0,100.0,100.0,8719,5825,5747,50.06,49.6,49.48
SA126_ST200,65.56,100.0,100.0,100.0,5769,5757,5743,45.4,44.98,54.1
SA13_ST162,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA13_ST160,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA13_ST157,99.99,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA13_ST145,87.28,100.0,100.0,100.0,8755,7584,7546,56.75,56.22,42.85
SA13_ST149,89.25,100.0,100.0,100.0,8752,7779,7730,62.92,62.34,36.73
SA13_ST155,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA13_ST158,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA13_ST161,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA13_ST137,85.74,100.0,100.0,100.0,8757,7474,7400,54.82,54.32,44.76
SA13_ST154,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA13_ST143,87.36,100.0,100.0,100.0,8754,7596,7557,57.22,56.69,42.39
SA13_ST136,85.02,100.0,100.0,100.0,8757,7409,7338,53.83,53.33,45.75
SA13_ST152,90.61,100.0,100.0,100.0,8752,7907,7863,67.93,67.31,31.77
SA13_ST163,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA13_ST148,88.68,100.0,100.0,100.0,8750,7723,7680,61.29,60.73,38.35
SA13_ST133,82.74,100.0,100.0,100.0,7300,7281,7251,48.08,47.64,51.44
SA13_ST144,87.4,100.0,100.0,100.0,8753,7590,7555,57.19,56.66,42.42
SA13_ST142,87.13,100.0,100.0,100.0,8758,7594,7531,57.33,56.8,42.28
SA13_ST140,86.9,100.0,100.0,100.0,8760,7547,7510,57.28,56.75,42.32
SA13_ST151,90.04,100.0,100.0,100.0,8753,7849,7807,65.75,65.15,33.93
SA13_ST146,87.32,100.0,100.0,100.0,8751,7580,7547,56.69,56.17,42.91
SA13_ST153,95.12,100.0,100.0,100.0,8760,8760,8209,83.59,82.82,16.26
SA13_ST150,89.72,100.0,100.0,100.0,8752,7808,7777,64.43,63.83,35.24
SA13_ST156,99.99,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA13_ST164,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA13_ST141,87.22,100.0,100.0,100.0,8760,7586,7547,58.12,57.58,41.49
SA13_ST135,84.47,100.0,100.0,100.0,8754,7385,7262,52.91,52.42,46.66
SA13_ST138,86.24,100.0,100.0,100.0,8760,7511,7443,55.56,55.05,44.03
SA13_ST139,86.57,100.0,100.0,100.0,8759,7519,7481,56.22,55.7,43.38
SA13_ST147,88.05,100.0,100.0,100.0,8751,7673,7627,59.31,58.77,40.31
SA13_ST159,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA13_ST134,84.3,100.0,100.0,100.0,8759,7328,7255,52.65,52.17,46.91
SA13_ST194,80.23,100.0,100.0,100.0,8760,6962,6862,54.11,53.61,45.47
SA13_ST192,79.75,100.0,100.0,100.0,8760,6889,6809,55.88,55.36,43.71
SA13_ST189,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA13_ST177,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA13_ST181,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
